2022-07-12 13:02:07,071 : ERROR : logger : 'mapInputwithOutput'
2022-07-12 13:03:48,390 : ERROR : logger : The value [1024.0] for field [id] does not match with value in input JSON
2022-07-12 13:06:36,362 : ERROR : logger : The value [1024.0] for field [id] does not match with value in input JSON
2022-07-12 13:07:19,320 : ERROR : logger : The value [1024.0] for field [id] does not match with value in input JSON
2022-07-12 13:08:56,676 : ERROR : logger : The value [1024.0] for field [id] does not match with value in input JSON
2022-07-12 13:10:44,112 : ERROR : logger : The value [503ee381e14b3e3ac77c479743dbf5b1] for field [snapshot_id] does not match with value in input JSON
2022-07-12 13:13:54,689 : ERROR : logger : The value [503ee381e14b3e3ac77c479743dbf5b1] for field [snapshot_id] does not match with value in input JSON
2022-07-12 13:14:22,154 : ERROR : logger : The value [2022-04-20 09:26:37.214382067 +0000 UTC] for field [id] does not match with value in input JSON
2022-07-12 13:15:27,860 : ERROR : logger : The value [1648017361000] for field [id] should be [stringType]
2022-07-12 13:15:55,822 : ERROR : logger : [1653506516986] is not equivalent in millisecond of given input datetime
2022-07-12 22:11:46,952 : ERROR : logger : For field - [id] Multiply value does not match - [1024.0], [1073741824.0]
2022-07-12 22:15:46,148 : ERROR : logger : The value [7CE720P005] for field [system_id] does not match with value in input JSON
2022-07-12 22:22:46,747 : ERROR : logger : For field - [id] Multiply value does not match - [0.0], [1.8285714285714286e-06]
2022-07-12 22:24:44,782 : ERROR : logger : For field - [id] Multiply value does not match - [0.0], [0.00]
2022-07-12 22:25:23,295 : ERROR : logger : Invalid format specifier
2022-07-12 22:26:04,732 : ERROR : logger : For field - [id] Multiply value does not match - [0.0], [0.00]
2022-07-12 22:26:54,489 : ERROR : logger : For field - [id] Multiply value does not match - [0.0], [1963.41]
2022-07-12 22:28:52,003 : ERROR : logger : For field - [id] Multiply value does not match - [0.0], [1.92]
2022-07-12 22:29:52,449 : ERROR : logger : For field - [id] Multiply value does not match - [0.0], [1.92]
2022-07-12 22:34:42,947 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.92]
2022-07-12 22:43:37,874 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.92]
2022-07-12 22:44:42,083 : ERROR : logger : For field - [id] Multiply value does not match - [0.0], [1.92]
2022-07-12 22:46:34,055 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [3.83]
2022-07-12 22:48:32,968 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [0.00]
2022-07-13 12:02:11,469 : ERROR : logger : For field - [id] Multiply value does not match - [1073741824.0], [1073741824.00]
2022-07-13 12:04:57,381 : ERROR : logger : For field - [id] Multiply value does not match - [1073741824.0], [1073741824.00]
2022-07-13 12:05:57,417 : ERROR : logger : For field - [id] Multiply value does not match - [1073741824.0], [1073741824.00]
2022-07-13 12:08:02,321 : ERROR : logger : The value [1.92] for field [id] does not match with value in input JSON
2022-07-13 12:08:32,064 : ERROR : logger : The value [1.92] for field [id] does not match with value in input JSON
2022-07-13 12:09:04,819 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [3.8347922285714287]
2022-07-13 12:09:34,404 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.9173961142857143]
2022-07-13 12:09:58,142 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.9173961142857143]
2022-07-13 12:11:20,342 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.9173961142857143]
2022-07-13 12:11:41,349 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.9173961142857143]
2022-07-13 12:11:53,166 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.9173961142857143]
2022-07-13 12:12:04,598 : ERROR : logger : must be real number, not str on field size
2022-07-13 12:12:40,906 : ERROR : logger : must be real number, not str on field size
2022-07-13 12:13:36,221 : ERROR : logger : must be real number, not str on field size
2022-07-13 12:13:48,188 : ERROR : logger : must be real number, not str on field size
2022-07-13 12:21:49,054 : ERROR : logger : must be real number, not str
2022-07-13 12:22:56,632 : ERROR : logger : must be real number, not str
2022-07-13 12:24:27,596 : ERROR : logger : must be real number, not str
2022-07-13 12:24:43,609 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.9173961142857143]
2022-07-13 12:25:42,621 : ERROR : logger : For field - [id] Multiply value does not match - [1.92], [1.9173961142857143]
2022-07-13 12:37:09,731 : ERROR : logger : For field - [id] Multiply value does not match - [1.91], [1.9173961142857143]
2022-07-13 12:38:16,036 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:38:43,053 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:39:26,948 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:47:07,324 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:47:48,695 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:48:10,077 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:53:29,947 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:54:40,240 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 12:55:21,962 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 13:33:44,983 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 13:35:15,530 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 13:38:05,477 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 13:39:00,247 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 13:39:39,285 : ERROR : logger : The value [1.91] for field [id] does not match with value in input JSON
2022-07-13 13:40:37,993 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:40:56,363 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:41:37,045 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:42:21,996 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:42:55,652 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:43:27,446 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:43:44,518 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:43:57,744 : ERROR : logger : '>=' not supported between instances of 'datetime.datetime' and 'str'
2022-07-13 13:51:24,543 : ERROR : logger : For field - [id] Multiply value does not match - [1.91], [1.7857142857142858e-09]
2022-07-13 14:06:56,986 : ERROR : logger : object of type 'bool' has no len()
2022-07-13 14:07:19,095 : ERROR : logger : For field - [id] Multiply value does not match - [1.91], [1073741824]
2022-07-14 14:05:53,524 : ERROR : logger : [Errno 2] No such file or directory: 'data/outpu.json'
2022-07-14 14:06:48,464 : ERROR : logger : [Errno 2] No such file or directory: 'data/outpu.json'
2022-07-14 14:07:37,054 : ERROR : logger : [Errno 2] No such file or directory: 'data/outpu.json'
2022-07-14 14:14:52,667 : ERROR : logger : [Errno 2] No such file or directory: 'data/outpu.json'
2022-07-14 14:21:52,539 : ERROR : logger : No data available
2022-07-14 14:23:07,387 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,388 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,389 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,390 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,390 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,391 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,392 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,392 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,394 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,394 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,395 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,395 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,396 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,397 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,397 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,398 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,398 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,399 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,400 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,400 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,401 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,401 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,402 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,402 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,403 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,403 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,404 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,404 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,405 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,405 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,406 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,406 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,407 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,407 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,408 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,408 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,409 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,409 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,410 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,410 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,410 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,411 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,411 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,412 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,412 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,413 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,413 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,414 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,414 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,415 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,415 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,416 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,416 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,417 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,417 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,418 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,418 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,419 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,419 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,420 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,420 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,421 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,421 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,421 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,423 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,423 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,424 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,424 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,425 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,425 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,426 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,426 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,427 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,427 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,428 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,428 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,428 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,429 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,430 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,430 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,431 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,431 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,432 : ERROR : logger : no value and no default for snapshot_id
2022-07-14 14:23:07,432 : ERROR : logger : no value and no default for snapshot_id
